— — —  YALNIZ DÖRTBINDÖRTYÜZYIRMIBESTÜRKLIRASI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 603-MAKINE, TEÇHIZAT, DEMIRBAS VE TASITLARA AIT TADIL, BAKIM VE ONARIM HIZMETLERI [KDVGUT- (I/C-2.1.3.2.3)]  YALNIZ#YÜZELLISEKIZTL ONKRS# 31UP567 SAT 10084230 SAS 4500097541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H603-YENIBOSNA-SAS NO:4500098473 TEKLIF NO:21108-21117 YALNIZ:IKIBINSEKIZYÜZYETMISYEDItürklirasIKIRKIKIKuruS ÖDEME VADESI: 60 GÜN BANKA HESAP NUMARALARIMIZ: GARANTI BANKASI IBAN NO:TR83 0006 2000 2860 0006 2954 25 1.IS bu fatura tarihinden itibaren 7 gün içinde itiraz edilmediðinde aynen geçerlidir. 2.Vadesinde ödenmeyen faturalara aylIk% .5....vade farkI tanzim edilir. 3.MalIn müSteri veya nakliyecisine tesliminden sonraki tüm mesuliyet müSteriye aittir. 4.Bu belgenin sevk edilen malla birlikte bulunmasI halinde ayrIca sevk irsaliyesi aranmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 YALNIZ DOKUZ YÜZ YETMIS ÜÇ TL ELLI KR        E-ARSIV IZNI KAPSAMINDA ELEKTRONIK ORTAMDA ILETILMISTIR.        ERP SIPARIS NUMARASI: 4500098853 ÜNYE ÇIMENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 624-YÜK TASIMACILIÐI HIZMETI [KDVGUT-(I/C-2.1.3.2.11)]  YALNIZ#ONBIRBINYEDIYÜZKIRK TÜRKLIRASI KIRKDÖRT KURUS# SAS NO:4700024401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 YALNIZ ON DOKUZ BIN DOKUZ YÜZ YETMIS BES TL ON SEKIZ KURUS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 603-MAKINE, TEÇHIZAT, DEMIRBAS VE TASITLARA AIT TADIL, BAKIM VE ONARIM HIZMETLERI [KDVGUT- (I/C-2.1.3.2.3)]  YALNIZ#IKIBINSEKIZYÜZSEKSENSEKIZTL YEDIKR# 06EV0162 -06EV0112 SAT 10083188 SAS 4500097739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 603-MAKINE, TEÇHIZAT, DEMIRBAS VE TASITLARA AIT TADIL, BAKIM VE ONARIM HIZMETLERI [KDVGUT- (I/C-2.1.3.2.3)]  YALNIZ#BINIKIYÜZKIRKÜÇTL YETMISIKI KRS# 06 EV 0162-06 EU 9342 SAT 10086737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 BESBIN BESYÜZKIRKALTI TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 604-YEMEK SERVIS HIZMETI        YALNIZ:DÖRTBINBESYÜZKIRKIKI TL YETMISIKI KURUS        IS BANKASI IBAN NUMARASI:        TR360006400000160320097564        ZIRAAAT BANKASI IBAN NUMARASI:        TR980001002338919151625001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 603-MAKINE, TEÇHIZAT, DEMIRBAS VE TASITLARA AIT TADIL, BAKIM VE ONARIM HIZMETLERI [KDVGUT- (I/C-2.1.3.2.3)]  YALNIZ: IKIBINIKI TL ALTMIS KR SAT: 1008 4231 SAS: 45000 975 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 S.T. 10086235 IS BANKASI IBAN NO: TR81 0006 4000 0016 4030 1229 75 (OSMAN KAPUKAYA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 S.T 10086236 IS BANKASI IBAN NO: TR81 0006 4000 0016 4030 1229 75 (OSMAN KAPUKAYA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 603-MAKINE, TEÇHIZAT, DEMIRBAS VE TASITLARA AIT TADIL, BAKIM VE ONARIM HIZMETLERI [KDVGUT- (I/C-2.1.3.2.3)]        YALNIZ: DOKUZ YÜZ OTUZ SEKIZ TL. ALTI KR.               TÜRKIYE IS BANKASI IBAN : TR78 0006 4000 0016 4030 0819 98        YAPI KREDI BANKASI IBAN : TR82 0006 7010 0000 0052 9658 60        GARANTI BANKASI IBAN : TR66 0006 2001 1990 0006 2972 77        AKBANK IBAN : TR71 0004 6014 0688 8000 0479 69        FINANS BANK : TR85 0011 1000 0000 0074 4484 18        ZIRAAT BANKASI : TR18 0001 0001 9887 7324 8950 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 603-MAKINE, TEÇHIZAT, DEMIRBAS VE TASITLARA AIT TADIL, BAKIM VE ONARIM HIZMETLERI [KDVGUT- (I/C-2.1.3.2.3)]  YALNIZ : ONÜÇBIN YÜZYETMISBES TL'DIR BANKA HESAP BILGILERI:AKBANK LEVENT SANAYI SUBE-IBAN NO : TR 14 0004 6002 5888 8000 0832 12 CENDERE AGREGA - SAS NO:4500097474+4500097483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 MALZEMELER ATÖLYE TESLIMLIDIR.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 603-MAKINE, TEÇHIZAT, DEMIRBAS VE TASITLARA AIT TADIL, BAKIM VE ONARIM HIZMETLERI [KDVGUT- (I/C-2.1.3.2.3)]  SAT NO : 1008 62 34 KUVEYT TÜRK KATILIM BANKASI A.S. IBAN : TR56 0020 5000 0940 5681 2000 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 603-MAKINE, TEÇHIZAT, DEMIRBAS VE TASITLARA AIT TADIL, BAKIM VE ONARIM HIZMETLERI [KDVGUT- (I/C-2.1.3.2.3)]  SAT NO : 1008 62 33 KUVEYT TÜRK KATILIM BANKASI A.S. IBAN : TR56 0020 5000 0940 5681 2000 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 650-DIÐER  H108: SAMANDAÐ HAZIR BETON TESISI YALNIZ DÖRTYÜZDOKSANSEKIZ TÜRKLIRASI SEKSENIKI KURUS TL HESAP BILGILERI GARANTI YILDIRIM / BESYÜZEVLER SB. HESAP : 747 / 6298024 IBAN : TR80 0006 2000 7470 0006 2980 24 IS BANKASI BAYRAMPASA / ISTANBUL HESAP : 1057 / 1153504 IBAN : TR25 0006 4000 0011 0571 1535 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 650-DIÐER  H110: SARIÇAM HAZIR BETON TESISI YALNIZ DÖRTYÜZDOKSANSEKIZ TÜRKLIRASI SEKSENIKI KURUS TL HESAP BILGILERI GARANTI YILDIRIM / BESYÜZEVLER SB. HESAP : 747 / 6298024 IBAN : TR80 0006 2000 7470 0006 2980 24 IS BANKASI BAYRAMPASA / ISTANBUL HESAP : 1057 / 1153504 IBAN : TR25 0006 4000 0011 0571 1535 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 650-DIÐER  H107: NARDÜZÜ HAZIR BETON TESISI YALNIZ DÖRTYÜZDOKSANSEKIZ TÜRKLIRASI SEKSENIKI KURUS TL HESAP BILGILERI GARANTI YILDIRIM / BESYÜZEVLER SB. HESAP : 747 / 6298024 IBAN : TR80 0006 2000 7470 0006 2980 24 IS BANKASI BAYRAMPASA / ISTANBUL HESAP : 1057 / 1153504 IBAN : TR25 0006 4000 0011 0571 1535 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 650-DIÐER  H102: MISIS HAZIR BETON TESISI YALNIZ DÖRTYÜZDOKSANSEKIZ TÜRKLIRASI SEKSENIKI KURUS TL HESAP BILGILERI GARANTI YILDIRIM / BESYÜZEVLER SB. HESAP : 747 / 6298024 IBAN : TR80 0006 2000 7470 0006 2980 24 IS BANKASI BAYRAMPASA / ISTANBUL HESAP : 1057 / 1153504 IBAN : TR25 0006 4000 0011 0571 1535 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 650-DIÐER  H105: MERSIN HAZIR BETON TESISI YALNIZ DÖRTYÜZDOKSANSEKIZ TÜRKLIRASI SEKSENIKI KURUS TL HESAP BILGILERI GARANTI YILDIRIM / BESYÜZEVLER SB. HESAP : 747 / 6298024 IBAN : TR80 0006 2000 7470 0006 2980 24 IS BANKASI BAYRAMPASA / ISTANBUL HESAP : 1057 / 1153504 IBAN : TR25 0006 4000 0011 0571 1535 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 650-DIÐER  H101: BARKAL HAZIR BETON TESISI YALNIZ DÖRTYÜZDOKSANSEKIZ TÜRKLIRASI SEKSENIKI KURUS TL HESAP BILGILERI GARANTI YILDIRIM / BESYÜZEVLER SB. HESAP : 747 / 6298024 IBAN : TR80 0006 2000 7470 0006 2980 24 IS BANKASI BAYRAMPASA / ISTANBUL HESAP : 1057 / 1153504 IBAN : TR25 0006 4000 0011 0571 1535 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 650-DIÐER  H109: ANTAKYA HAZIR BETON TESISI YALNIZ DÖRTYÜZDOKSANSEKIZ TÜRKLIRASI SEKSENIKI KURUS TL HESAP BILGILERI GARANTI YILDIRIM / BESYÜZEVLER SB. HESAP : 747 / 6298024 IBAN : TR80 0006 2000 7470 0006 2980 24 IS BANKASI BAYRAMPASA / ISTANBUL HESAP : 1057 / 1153504 IBAN : TR25 0006 4000 0011 0571 1535 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 650-DIÐER  H104: OSMANIYE HAZIR BETON TESISI YALNIZ DÖRTYÜZDOKSANSEKIZ TÜRKLIRASI SEKSENIKI KURUS TL HESAP BILGILERI GARANTI YILDIRIM / BESYÜZEVLER SB. HESAP : 747 / 6298024 IBAN : TR80 0006 2000 7470 0006 2980 24 IS BANKASI BAYRAMPASA / ISTANBUL HESAP : 1057 / 1153504 IBAN : TR25 0006 4000 0011 0571 1535 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 601-YAPIM ISLERI ILE BU ISLERLE BIRLIKTE IFA EDILEN MÜHENDISLIK-MIMARLIK VE ETÜT-PROJE HIZMETLERI [KDVGUT-(I/C-2.1.3.2.1)],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 YALNIZ IKI YÜZ ON IKI TL KIRK KR        E-ARSIV IZNI KAPSAMINDA ELEKTRONIK ORTAMDA ILETILMISTIR.        ERP SIPARIS NUMARASI: 4500096582 ÜNYE ÇIMENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 602-ETÜT, PLAN-PROJE, DANISMANLIK, DENETIM VB        SIPARIS NO : 4500085288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 YALNIZ BINDOKSANDOKUZ TÜRK LIRASI YETMISALTI KURUS               SAS NO : 4500021828               QNB FINANSBANK IBAN - TR02 0011 1000 0000 0092 6089 91        IS BANKASI IBAN - TR05 0006 4000 0017 6211 3067 43               ESKI BORÇ BAKIYESI = 2.497,97 TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 604-YEMEK SERVIS HIZMETI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 606-ISGÜCÜ TEMIN HIZMETLERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 606-ISGÜCÜ TEMIN HIZMETLERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 602-ETÜT, PLAN-PROJE, DANISMANLIK, DENETIM VB        SIPARIS NO : 4500084032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 606-ISGÜCÜ TEMIN HIZMETLERI  ÖDEME SEKLI FATURA TARIHI + 30 TAKVIM GÜNÜ (22.11.2021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ÖDEME SEKLI FATURA TARIHI + 30 TAKVIM GÜNÜ (22.11.2021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 606-ISGÜCÜ TEMIN HIZMETLERI  ÖDEME SEKLI FATURA TARIHI 30 TAKVIM GÜNÜ (22.11.2021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ÖDEME SEKLI FATURA TARIHI + 30 TAKVIM GÜNÜ (22.11.2021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ÖDEME SEKLI FATURA TARIHI + 30 TAKVIM GÜNÜ (22.11.2021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ÖDEME SEKLI FATURA TARIHI + 30 TAKVIM GÜNÜ (08.11.2021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 603-MAKINE, TEÇHIZAT, DEMIRBAS VE TASITLARA AIT TADIL, BAKIM VE ONARIM HIZMETLERI [KDVGUT- (I/C-2.1.3.2.3)],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 IBAN NUMARASI : TR460001500158007304705849 - TL (VAKIFBANK) TR450001500158048018886989 - USD (VAKIFBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 SAS NO: 4500098121 GEBZE TESISLERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 IZMIR BÖLGE JUNJIN BETON POMPASI 38 MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 YALNIZ; ONBIRBINIKIYÜZONBIR TL.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ESENLER TESISI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 614-SERVIS TASIMACILIÐI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 YALNIZ/ONBIRBINIKIYÜZON TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 YALNIZ/ONBIRBINIKIYÜZON TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 624-YÜK TASIMACILIÐI HIZMETI [KDVGUT-(I/C-2.1.3.2.11)],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 624-YÜK TASIMACILIÐI HIZMETI [KDVGUT-(I/C-2.1.3.2.11)]  SAS NO:4700025365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 624-YÜK TASIMACILIÐI HIZMETI [KDVGUT-(I/C-2.1.3.2.11)]        ISDEMIR IRSALIYE NO: 4231        ATAS IRSALIYE NO: 3975-4232-33-34-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 606-ISGÜCÜ TEMIN HIZMETLERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 604-YEMEK SERVIS HIZMETI  DÖRT IKIYÜZ ELLI SEKIZ SEKSEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 YALNIZ: BINYÜZDOKSANDÖRT TL YETMISBES KURUS        IBAN: TR030004600357888000129579 AKBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 SIPARIS NO : 4500092752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 624-YÜK TASIMACILIÐI HIZMETI [KDVGUT-(I/C-2.1.3.2.11)]        YALNIZ YIRMI DOKUZ BIN YETMIS ALTI TL ON DÖRT KRS        SIPARIS NO :4500096594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YALNIZ: #BINYÜZKIRKDÖRT TL ALTMIS KURUS# SIPARIS NO:4500099263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 SAT: 0010087099        BANKA HESAP BILGILERIMIZ               T.C. ZIRAAT BANKASI – SEHITLER MANISA SUBESI        IBAN NO: TR24 0001 0020 8885 2794 2050 01               TÜRKIYE IS BANKASI - MANISA MESIR        HESAP NUMARASI: 3505-0139568        IBAN NO: TR30 0006 4000 0013 5050 1395 68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 SAT:0010087098        BANKA HESAP BILGILERIMIZ               T.C. ZIRAAT BANKASI – SEHITLER MANISA SUBESI        IBAN NO: TR24 0001 0020 8885 2794 2050 01               TÜRKIYE IS BANKASI - MANISA MESIR        HESAP NUMARASI: 3505-0139568        IBAN NO: TR30 0006 4000 0013 5050 1395 68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 604-YEMEK SERVIS HIZMETI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVKIFAT SEBEBI: 606-ISGÜCÜ TEMIN HIZMETLERI  YALNIZ YIRMI YEDI BIN DOKUZ YÜZ YETMIS IKI LIRA YIRMI BES KURUSTUR.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
